title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
Mod-03 Lec-07 The Noetherian Decomposition of Affine Algebraic Subsets Into Affine Varieties,ERHauUelUYU,"Basic Algebraic Geometry : Varieties, Morphisms, Local Rings, Function Fields and Nonsingularity by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-11T07:55:13Z,38,2,4182,9
Mod-14 Lec-39 Local Analysis of Normality and the Zooming Process - Motivation for Zalcman\'s Lemma,aAaLGuyWVLM,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-02T12:55:47Z,8,0,1278,0
Mod-14 Lec-40 Montel\'s Deep Theorem: The Fundamental Criterion for Normality,KoT6MRIySVw,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-02T12:57:12Z,12,0,1013,0
Mod-14 Lec-42 Royden\'s Theorem on Normality Based On Growth Of Derivatives,6-Ke8JNWYIM,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-02T13:00:32Z,10,0,901,0
Mod-14 Lec-41 Proofs of the Great and Little Picard Theorems,F3WgLD11Vgo,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-02T12:59:00Z,42,1,4582,2
Mod-14 Lec-43 Schottky\'s Theorem: Uniform Boundedness from a Point to a Neighbourhood,3ojjm8CR4ag,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-07-02T13:02:00Z,11,1,1951,2
Mod-10 Lec-30 Introduction to the Montel Theorem,XTqaLfgF6mM,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T04:50:41Z,11,2,2238,0
Mod-11 Lec-32 Introduction to Marty's Theorem,Kqyjtr5BeLc,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T06:01:11Z,14,0,1039,0
Mod-10 Lec-31 Completion of Proof of the Montel Theorem,lY8zZ4gn_sQ,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T05:37:37Z,11,0,1150,0
Mod-11 Lec-33 Proof of one direction of Marty's Theorem,yZFn3rojyAA,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T06:02:24Z,15,0,1503,0
Mod-12 Lec-35 Normal Convergence at Infinity and Hurwitz's Theorems,LWhsxc_p6i4,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T06:04:40Z,9,0,880,1
Mod-11 Lec-34 Proof of the other direction of Marty's Theorem,cidyLfLQskY,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T06:03:36Z,6,0,748,0
"Mod-12 Lec-36 Normal Sequential Compactness, Normal Uniform Boundedness",9cnKFrtWC6s,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T06:05:51Z,9,0,842,1
Mod-13 Lec-37 Local Analysis of Normality and the Zooming Process - Motivation for Zalcman's Lemma,KpiOsYiWvOY,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-16T06:06:58Z,9,0,769,0
Mod-13 Lec-38 Characterizing Normality at a Point by the Zooming Process,HnP7DK2TE7I,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-20T06:28:34Z,7,1,1128,0
Mod-09 Lec-28 Proof of the Arzela-Ascoli Theorem for Functions,mCzEAHFooRo,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-13T12:25:16Z,37,0,4297,1
Mod-09 Lec-27 Introduction to the Arzela-Ascoli Theorem,EJoVcDiH6xQ,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-13T12:24:05Z,32,1,2571,2
Mod-09 Lec-26 Topological Preliminaries: Translating Compactness into Boundedness,MUJDN3mJkLY,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-13T12:22:04Z,10,3,980,0
Mod-09 Lec-29 Proof of the Arzela-Ascoli Theorem for Functions,uH_lsOWFGdA,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-13T12:26:37Z,20,3,2400,1
Mod-01 Lec-19 Fokker-Planck equations (Part 3),Be7lHQ90hFM,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:19:41Z,14,0,2569,0
Mod-01 Lec-18 Fokker-Planck equations (Part 2),d7gzALqU95Y,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:17:15Z,20,1,3267,1
Mod-01 Lec-17 Fokker-Planck equations (Part 1),o5iwZpvtpiE,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:15:05Z,89,3,12002,3
Mod-01 Lec-16 The dynamic mobility,qV25XtQ1Ivc,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:12:52Z,10,1,2024,0
Mod-01 Lec-14 Linear response theory (Part 8),Vnw5ENxCp7Y,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:08:26Z,10,0,1817,1
Mod-01 Lec-15 Linear response theory (Part 9),Yg-5OVG5Mcw,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:10:25Z,6,0,1804,1
Mod-01 Lec-12 Linear response theory (Part 7),Cokmqm96DIs,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:04:19Z,8,1,1954,1
Mod-01 Lec-13 Quiz 1 - Questions and answers,Dw2hcTtrVuQ,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:06:21Z,11,0,1789,1
Mod-01 Lec-26 The Boltzmann equation for a dilute gas (Part 4),cSBwopamRMM,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:36:21Z,23,0,2908,0
Mod-01 Lec-11 Linear response (Part 6),4z5gdFntl_Y,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:02:19Z,10,0,2305,0
Mod-01 Lec-25 The Boltzmann equation for a dilute gas (Part 3),kmY8lecGJq8,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:34:08Z,21,1,2647,0
Mod-01 Lec-10 Linear response (Part 5),1ERJq_CpYQE,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:00:14Z,16,0,2314,0
Mod-01 Lec-24 The Boltzmann equation for a dilute gas (Part 2),eQ2yXWkKks0,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:31:47Z,32,1,4212,0
Mod-01 Lec-23 The Boltzmann equation for a dilute gas (Part 1),hJt9VWTSSyM,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:29:22Z,154,3,15944,6
Mod-01 Lec-22 Diffusion in a magnetic field,mgyJnMhFxns,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:27:07Z,13,0,1659,1
Mod-01 Lec-09 Linear response(Part 4),yE3ZrcD6is4,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:58:06Z,21,0,2748,2
Mod-01 Lec-07 Linear response theory (Part 2),6MwuElZDFpQ,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:53:47Z,41,0,5435,4
Mod-01 Lec-20 The generalized Langevin equation (Part 1),6tmby1Dv4aU,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:22:23Z,33,0,4400,0
Mod-01 Lec-21 The generalized Langevin equation (Part 2),CI7blNtcqME,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:24:50Z,15,0,1430,0
Mod-01 Lec-08 Linear response (Part 3),grerei081MA,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:55:57Z,26,1,3702,1
Mod-01 Lec-27 The Boltzmann equation for a dilute gas (Part 5),rWztVWNVeeg,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T15:38:51Z,9,0,1605,0
Mod-01 Lec-29 Critical phenomena (Part 1),1XBKV1pU-mA,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:45:38Z,166,3,13679,9
Mod-01 Lec-28 Quiz 2 - Questions and answers,s0-Oyj7rhuc,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:44:03Z,7,0,901,0
Mod-01 Lec-30 Critical phenomena (Part 2),9R0tR6DC6Z0,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:47:24Z,37,0,4383,1
LectureMod-01 Lec-31 Critical phenomena (Part 3),hLoneUTGi28,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:49:05Z,38,2,3603,1
Mod-01 Lec-32 Critical phenomena (Part 4),83AmY13yvWY,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:50:51Z,31,1,3033,0
Mod-01 Lec-33 Critical phenomena (Part 5),RFKb4uJj4LE,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:52:25Z,25,0,2626,2
Mod-01 Lec-34 Critical phenomena (Part 6),QFKeDcy_z8w,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:54:06Z,16,1,2215,1
Mod-01 Lec-35 Critical phenomena (Part 7),SL3jyu_FFMI,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:55:30Z,12,0,1882,0
Mod-01 Lec-36 The Wiener process (standard Brownian motion),tdgnWgTfZnQ,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T16:56:53Z,90,2,12632,5
Mod-01 Lec-01 Recapitulation of equilibrium statistical mechanics,SjTfNFso4mE,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T13:55:06Z,342,6,42964,25
Mod-01 Lec-03 The Langevin model (Part 2),IjCjpoGZG78,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:45:05Z,77,0,10530,9
Mod-01 Lec-02 The Langevin model (Part 1),kkqTPl0S4iU,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:42:50Z,177,3,20160,16
Mod-01 Lec-05 The Langevin model (Part 4),9A1vTwd4LO4,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:49:35Z,28,2,4468,4
Mod-01 Lec-04 The Langevin model (Part 3),RHQB9W5Mxiw,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:47:09Z,44,0,6531,7
Mod-01 Lec-06 Linear response theory (Part 1),iAhb8CeKwnc,"Nonequilibrium Statistical Mechanics by Prof. V. Balakrishnan, Department of Physics, IIT Madras.For more details on NPTEL visit http //nptel.ac.in",2016-06-08T14:51:37Z,90,0,10354,6
Mod-07 Lec-22 Hurwitz's Theorem for Normal Limits of Meromorphic Functions in the Spherical Metric,5Iy91g5luaY,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-07T06:29:02Z,13,0,1314,1
Mod-08 Lec-24 Defining the Spherical Derivative of a Meromorphic Function,Ut5wB8r62yU,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-07T07:46:18Z,6,0,863,0
Mod-08 Lec-23 What could the Derivative of a Meromorphic Function,xmcXV_b_H7c,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-07T07:45:01Z,6,0,728,0
Mod-08 Lec-25 Well-definedness of the Spherical Derivative of a Meromorphic Function,BhPSj0_5gX8,"Advanced Complex Analysis - Part 2 by Dr. T.E. Venkata Balaji,Department of Mathematics,IIT Madras.For more details on NPTEL visit http://nptel.ac.in",2016-06-07T07:47:13Z,4,0,686,0
Mod-09 Lec-42 Mixture Fraction Formulation 2,3gKFmPkB2fw,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:44:48Z,6,0,936,0
Mod-10 Lec-43 Droplet Burning 1,O1tsGn1P7zI,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:43:12Z,13,1,1396,0
Mod-10 Lec-45 Spray Combustion 1,yUXnOcjltNE,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:41:38Z,8,0,1539,0
Mod-10 Lec-46 Spray Combustion 2,9Lyq8ZGZF_o,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:40:10Z,2,0,591,0
Mod-11 Lec-47 Turbulent Combustion 1,TG8jMUA6w8U,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:38:35Z,8,1,1839,0
Mod-11 Lec-48 Turbulent Combustion 2,tMny1GeAjqM,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:36:48Z,6,0,959,0
Mod-08 Lec-39 Burke-Schumann Problem 3,QPzMI1DZYhQ,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:49:16Z,4,1,650,0
Mod-13 Lec-50 Detonations,WVX-CM_lKfE,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:33:39Z,6,0,996,0
Mod-12 Lec-49 Combustion Instabilities,Zyts0-6kL5Q,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:35:12Z,26,1,2505,0
Mod-13 Lec-51 Detonation Wave - ZND Structure,7acxarrR1Og,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:32:49Z,23,0,2481,0
Mod-09 Lec-41 Mixture Fraction Formulation 1,Dk7DrF5zIKk,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:46:17Z,15,3,1868,0
Mod-09 Lec-40 Flame Structure,bhHDEDkzTmA,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:47:40Z,15,3,1429,1
Mod-08 Lec-38 Burke-Schumann Problem 2,VNhRS9Z6f5c,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:50:53Z,8,1,703,0
Mod-08 Lec-37 Burke-Schumann Problem 1,0yYdkjcODP0,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:52:23Z,10,1,1257,1
Mod-07 Lec-36 Ignition,_avY_7nZV8I,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:54:01Z,5,0,859,0
Mod-07 Lec-33 Bunsen Burner 2,NYOTr9baG90,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:56:48Z,7,0,818,0
Mod-07 Lec-35 Flame Stabilisation 2,ujzJQC-RtH0,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:55:34Z,5,0,724,0
"Mod-07 Lec-31 Flame Speed Dependencies, G-Equation",TTTPjx2EQ4Q,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:00:07Z,16,1,1978,0
Mod-07 Lec-32 Bunsen Burner 1,pf7_yZAy6cI,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T12:58:30Z,6,0,1096,0
Mod-07 Lec-29 Laminar Premixed Flames - Rigorous Analysis 1,4k4kZDSlA2k,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:01:41Z,6,0,1236,0
Mod-07 Lec-28 Laminar Premixed Flames - Corrections,gS1tm5zdQX8,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:03:14Z,11,0,1509,0
"Mod-02 Lec-07 Equilibrium Reactions, Global Kinetics, Order of Reaction",B9cgMTGhmPE,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:35:50Z,18,1,2118,0
"Mod-02 Lec-08 Reduced Chemistry, Steady State Approximation",AIL-RQR_GUU,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:34:18Z,8,0,2223,1
"Mod-02 Lec-09 Steady State Approximation, Partial Equilibrium Approximation",i9aezPyrmxs,"Combustion by Prof. S.R. Chakravarthy, Department of Aerospace Engineering, IIT Madras. For more details on NPTEL visit http://nptel.iitm.ac.in",2016-05-20T13:32:39Z,8,0,2990,3
